0,0,5,0,0,0,0,0,0,2,4,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,1,0,0,0,360,0,1,0,0,7,0,1,3,0,1
0,0,0,0,0,0,4,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,1,0,3,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,389,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,395,0,0,1,0,0,0,0
0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,68,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,2,10
0,0,0,0,0,0,0,0,6,62,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,272,0,1,39,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,387,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,0,0,0,8,364,0,1,0
0,0,0,0,0,0,0,0,1,125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,0,0,229,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,5,0,0,1,0,0,0,0,0,0,0,1,3,0,379,0
0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,367
